Farmer_Message,Advisor_Reply,Crop,Problem_Type,Language,Location,Season,Urgency_Level,Sentiment,Advisor_Type,Product_Recommended,Cost_Estimate,Follow_Up_Required,Message_Length,Intent_Tag,Timestamp
ııııııııııııııı ııııııııı ııııııııııııııııııııııııııı ıııııııııııııııııı ıııııı ııııııııııııııı ıııııııııııı ıııııııııııııııııı,ııııııııı ııııııııııııııı ııııııııııııııııııııı ııııııııııııııı,Millets,Equipment,Bengali,Uttarakhand,Kharif,High,Worried,Govt_Expert,Irrigation Pump,2705,No,8,ask_advice,25/03/2024 09:31
ııııııııııııııı ııııııııı ııııııııı ıııııııııııııııııı ıııııııııııııııııı ııııııııı ıııııı.,ııııııııııııııııııııı ıııııı ııııııııııııııı ııııııııı.,Wheat,Weather,Gujarati,West Bengal,Monsoon,Medium,Hopeful,NGO,Fungicide,2307,No,7,ask_advice,24/02/2024 11:45
ııııııııııııııı ıııııııııııı ıııııı ıııııııııııııııııı ııııııııı ıııııı ıııııııııııııııııı ıııııııııııı ıııııı.,ıııııııııııı ıııııı ııııııııııııııı ııııııııı.,Rice,Water,Gujarati,Assam,Kharif,Medium,Hopeful,NGO,Fertilizer,319,Yes,9,ask_advice,15/11/2024 00:12
ııııııııııııııııııııı ııııııııııııııı ııııııııı ıııııııııııı ıııııııııııııııııııııııııııııı ıııııııııııı ıııııııııııııııııı,ııııııııııııııı ııııııııı ıııııı ıııııııııııııııııı ııııııııı,Onion,Nutrient,Konkani,Gujarat,Monsoon,High,Angry,Private,Irrigation Pump,1176,No,7,ask_advice,07/02/2024 21:52
ııııııııı ııııııııı ıııııı ıııııııııııııııııııııııı ıııııııııııı ııııııııııııııı,ıııııııııııı ııııııııııııııııııııı ııııııııı ıııııııııııı ıııııı ııııııııııııııııııııı ııııııııııııııı,Coffee,Nutrient,Manipuri,Chhattisgarh,Kharif,Medium,Hopeful,AI,None,0,Yes,6,ask_advice,05/09/2024 05:39
ıııııııııııı ııııııııııııııı ıııııı ııııııııııııııı ıııııııııııııııııı ııııııııııııııı.,ıııııııııııııııııııııııııııııııııııı ıııııııııııı.,Rice,Equipment,Kannada,Madhya Pradesh,Monsoon,Medium,Hopeful,NGO,Fungicide,2364,Yes,16,ask_advice,11/03/2025 00:37
ııııııııı ııııııııı ııııııııı ıııııı ııııııııııııııı ıııııııııııı ıııııııııııııııııı,ııııııııııııııı ıııııı ıııııııııııııııııı ııııııııııııııı,Potato,Disease,Bengali,Uttarakhand,Summer,High,Frustrated,Govt_Expert,None,0,Yes,7,ask_advice,12/03/2025 10:12
ıııııı ıııııı ıııııı ııııııııı ıııııııııııııııııı ııııııııııııııı ıııııııııııııııııı,ııııııııı ııııııııı ııııııııııııııııııııı ııııııııııııııııııııı,Tea,Disease,Odia,Punjab,Monsoon,Low,Angry,NGO,Neem Oil,2492,Yes,7,ask_advice,05/09/2024 21:13
ıııııııııııı ııııııııııııııııııııı ıııııı ıııııııııııı ııııııııııııııı ıııııııııııııııııı.,ıııııııııııııııııı ıııııııııııı ıııııııııııııııııııııııı,Potato,Water,Tulu,Assam,Winter,Medium,Neutral,Human,Fertilizer,3471,Yes,6,ask_advice,16/03/2025 06:53
ııııııııııııııııııııı ııııııııııııııı ıııııııııııııııııı ıııııııııııııııııııııııı ııııııııııııııııııııı ııııııııııııııııııııııııııııııııııııııııııııııııııııııııı.,ııııııııııııııı ııııııııııııııııııııı ııııııııııııııııııııııııııııııııı.,Brinjal,Weather,Tamil,Jharkhand,Rabi,High,Hopeful,Human,Neem Oil,4654,Yes,29,ask_advice,06/11/2024 09:56
ıııııııııııı ııııııııııııııı ıııııı ııııııııııııııı ııııııııııııııııııııı ııııııııııııııııııııııııııı,ııııııııı ııııııııııııııı ııııııııı ıııııııııııııııııı ıııııııııııııııııııııııı,Brinjal,Market,Santhali,Bihar,Kharif,High,Hopeful,AI,Drip Kit,995,No,6,ask_advice,21/09/2024 00:37
ııııııııı ııııııııııııııı ıııııı ıııııııııııı ıııııı ıııııııııııı ııı ııııııııı ıııııııııııı,ııııııııııııııııııııı ıııııı ııııııııııııııı ıııııııııııı,Sugarcane,Water,Maithili,Manipur,Kharif,High,Worried,Private,Pesticide,443,Yes,9,ask_advice,09/10/2024 07:33
ıııııı ıııııı ııııııııı ıııııııııııı ıııııı ııııııııı ıııııı ıııııııııııı ıııııııııııı ıııııı ııııııııı ııııııııı,ıııııııııııı ıııııı ıııııııııııı ıııııııııııı ııı ııııııııı ıııııııııııııııııı,Mango,Water,Bhojpuri,Tamil Nadu,Kharif,High,Frustrated,Private,Fertilizer,2472,Yes,12,ask_advice,09/04/2024 00:31
ıııııı ııııııııı ıııııı ııııııııııııııııııııı ııııııııııııııı ııııııııııııııı ıııııııııııııııııııııııı.,ııııııııııııııı ıııııııııııııııııııııııııııııı ıııııııııııııııııııııııı ıııııııııııııııııı.,Brinjal,Weather,Telugu,Sikkim,Rabi,Medium,Angry,AI,Fungicide,1909,Yes,19,ask_advice,26/02/2024 21:50
ııııııııııııııı ııııııııııııııı ıııııı ıııııııııııı ııııııııııııııııııııı ııııııııı ıııııı ıııııııııııııııııı ıııııııııııı ıııııı.,ıııııııııııııııııııııııı ıııııı ıııııııııııııııııı ııııııııı.,Banana,Nutrient,Gujarati,Mizoram,Kharif,Medium,Hopeful,NGO,Pesticide,2316,No,10,ask_advice,15/11/2024 13:55
ııııııııı ıııııı ııı ııııııııı ııııııııııııııı,ııııııııııııııı ııııııııııııııııııııı ııııııııı ıııııııııııııııııı ıııııııııııı,Banana,Disease,Assamese,Telangana,Winter,Low,Angry,NGO,Drip Kit,586,Yes,5,ask_advice,27/05/2024 13:32
ııııııııııııııı ııııııııııııııı ıııııı ıııııııııııııııııı ııııııııı ıııııı ıııııııııııııııııı ıııııııııııı ıııııı.,ıııııııııııııııııı ııııııııı ıııııı ııııııııııııııı ııııııııı.,Sugarcane,Water,Gujarati,Jharkhand,Rabi,Low,Worried,Govt_Expert,Irrigation Pump,1035,Yes,9,ask_advice,26/06/2024 15:45
ııııııııııııııı ııııııııııııııı ıııııı ıııııııııııı ıııııııııııııııııı ıııııı ıııııııııııııııııı ıııııııııııı ıııııı.,ıııııııııııı ıııııı ııııııııııııııı ııııııııı.,Brinjal,Equipment,Gujarati,Uttar Pradesh,Zaid,High,Hopeful,Human,Fertilizer,4942,No,9,ask_advice,04/06/2024 23:39
ııııııııııııııııııııı ıııııııııııı ıııııııııııı ııııııııııııııı ıııııııııııı ııııııııııııııı,ıııııııııııı ııııııııııııııııııııı ııııııııı ııııııııı ıııııııııııııııııı ııııııııııııııı ııııııııııııııııııııı ıııııııııııı,Onion,Disease,Assamese,Gujarat,Rabi,High,Angry,Human,Irrigation Pump,4027,Yes,6,ask_advice,08/01/2025 16:35
ıııııııııı ıııı ıııııı ıııııııı ıııı ıııııı ıııı ıııııııı ıııı ıııııı ıııııı,ıııııııı ıııııı ıııııı ıııııııııııııı ıııııııı,Tomato,Pest,Kashmiri,Uttarakhand,Zaid,Low,Worried,AI,Pesticide,2296,No,11,ask_advice,25/04/2025 11:05
ıııııı ıııııııııııı ıııııı ııııııııııııııı ıııııııııııııııııı ıııııııııııııııııı ııııııııııııııı ıııııııııııııııııı,ıııııııııııı ııııııııııııııııııııı ıııııııııııııııııı ııııııııı ııııııııııııııııııııı ıııııııııııııııııııııııı,Banana,Equipment,Odia,Chhattisgarh,Summer,Medium,Frustrated,AI,Pesticide,2438,No,8,ask_advice,15/03/2025 22:11
ııııııııı ıııııııııııı ıııııııııııı ııııııııııııııı ıııııııııııı ııııııııııııııı,ııııııııı ııııııııııııııııııııı ıııııııııııı,Sugarcane,Disease,Assamese,Chhattisgarh,Zaid,Medium,Frustrated,Private,Fertilizer,291,Yes,6,ask_advice,22/02/2024 23:53
ıııııııııııııııııı ıııııııııııı ıııııı ııııııııııııııı ıııııı ıııııııııııııııııı ııııııııı ııııııııı,ııııııııııııııı ııııııııı ıııııı ııııııııııııııııııııı ıııııııııııı,Cotton,Pest,Rajasthani,Tamil Nadu,Monsoon,High,Hopeful,NGO,Drip Kit,1001,No,8,ask_advice,19/06/2024 11:58
